code,name_en,sector_33,sector_17
8015,TOYOTA TSUSHO CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8016,"ONWARD HOLDINGS CO.,LTD.",Textiles and Apparels,RAW MATERIALS & CHEMICALS
8018,"SANKYO SEIKO CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8020,KANEMATSU CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8022,Mizuno Corporation,Other Products,"IT & SERVICES, OTHERS"
8023,"DAIKO XTECH,LTD.",Information & Communication,"IT & SERVICES, OTHERS"
8025,"TSUKAMOTO CORPORATION CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8029,LOOK HOLDINGS INCORPORATED,Textiles and Apparels,RAW MATERIALS & CHEMICALS
8030,"Chuo Gyorui Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8031,"MITSUI & CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8032,JAPAN PULP AND PAPER COMPANY LIMITED,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8035,Tokyo Electron Limited,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
8037,KAMEI CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8039,"TSUKIJI UOICHIBA COMPANY,LIMITED",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8040,"TOKYO SOIR CO.,LTD.",Textiles and Apparels,RAW MATERIALS & CHEMICALS
8041,OUG Holdings Inc.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8043,Starzen Company Limited,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8045,"Yokohama Maruuo Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8046,"MARUFUJI SHEET PILING CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8050,SEIKO GROUP CORPORATION,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
8051,YAMAZEN CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8052,"TSUBAKIMOTO KOGYO CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8053,"SUMITOMO CORPORATION (SUMITOMO SHOJI KAISHA,LTD.)",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8056,BIPROGY Inc.,Information & Communication,"IT & SERVICES, OTHERS"
8057,"UCHIDA YOKO CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8058,Mitsubishi Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8059,"DAIICHI JITSUGYO CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8060,Canon Marketing Japan Inc.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8061,SEIKA CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8065,SATO SHO-JI CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8066,MITANI CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8070,"TOKYO SANGYO CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8074,"YUASA TRADING CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8075,Shinsho Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8076,CANOX CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8077,TORQ Inc.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8078,"HANWA CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8079,SHOEI FOODS CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8081,KANADEN CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8084,RYODEN CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8085,"NARASAKI SANGYO CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8086,NIPRO CORPORATION,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
8088,IWATANI  CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8089,Nice Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8091,"NICHIMO CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8093,"Kyokuto Boeki Kaisha,Limited",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8095,"Astena Holdings Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8097,"SAN-AI OBBLI CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8098,"Inabata & Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8101,GSI Creos Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8103,Meiwa Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8104,KUWAZAWA Holdings Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8105,Bitcoin Japan Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8107,KIMURATAN CORPORATION,Textiles and Apparels,RAW MATERIALS & CHEMICALS
8111,Goldwin Inc.,Textiles and Apparels,RAW MATERIALS & CHEMICALS
8113,UNICHARM CORPORATION,Chemicals,RAW MATERIALS & CHEMICALS
8115,"MOONBAT Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8117,CENTRAL AUTOMOTIVE PRODUCTS LTD.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8118,"KING Co.,Ltd.",Textiles and Apparels,RAW MATERIALS & CHEMICALS
8119,SANYEI CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8123,"T.KAWABE & CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8125,"Wakita & Co.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8127,YAMATO INTERNATIONAL INC.,Textiles and Apparels,RAW MATERIALS & CHEMICALS
8129,"TOHO HOLDINGS CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8130,Sangetsu Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8131,"Mitsuuroko Group Holdings Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8132,"SINANEN HOLDINGS CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8133,"ITOCHU ENEX CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8135,ZETT CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8136,"Sanrio Company,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8137,SUN-WA TECHNOS CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8138,SANKYO KASEI CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8139,NAGAHORI CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8141,"Shinko Shoji Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8142,"TOHO Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8143,"LAPINE CO.,LTD.",Textiles and Apparels,RAW MATERIALS & CHEMICALS
8144,"Denkyo Group Holdings Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8147,TOMITA CO.LTD.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8150,"SANSHIN ELECTRONICS CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8151,TOYO Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8152,SOMAR CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8153,"MOS FOOD SERVICES,INC.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8154,"KAGA ELECTRONICS CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8157,"TSUZUKI DENKI CO.,LTD.",Information & Communication,"IT & SERVICES, OTHERS"
8158,"SODA NIKKA CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8159,"TACHIBANA ELETECH CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8160,"KISOJI CO.,LTD.",Retail Trade,RETAIL TRADE
8163,"SRS HOLDINGS CO.,LTD.",Retail Trade,RETAIL TRADE
8165,"SENSHUKAI CO.,LTD.",Retail Trade,RETAIL TRADE
8166,"Taka-Q Co.,Ltd.",Retail Trade,RETAIL TRADE
8167,"RETAIL PARTNERS CO.,LTD.",Retail Trade,RETAIL TRADE
8173,"Joshin Denki Co.,Ltd.",Retail Trade,RETAIL TRADE
8174,"NIPPON GAS CO.,LTD.",Retail Trade,RETAIL TRADE
8179,"ROYAL HOLDINGS Co., Ltd.",Retail Trade,RETAIL TRADE
8181,"Totenko Co.,Ltd.",Retail Trade,RETAIL TRADE
8185,"CHIYODA CO.,LTD.",Retail Trade,RETAIL TRADE
8194,LIFE CORPORATION,Retail Trade,RETAIL TRADE
8198,"Maxvalu Tokai Co.,Ltd.",Retail Trade,RETAIL TRADE
8200,"RINGER HUT CO.,LTD.",Retail Trade,RETAIL TRADE
8202,"Laox Holdings CO.,LTD.",Retail Trade,RETAIL TRADE
8203,MrMax Holdings Ltd.,Retail Trade,RETAIL TRADE
8207,"TEN ALLIED Co.,Ltd.",Retail Trade,RETAIL TRADE
8209,FRIENDLY CORPORATION,Retail Trade,RETAIL TRADE
8214,AOKI Holdings Inc.,Retail Trade,RETAIL TRADE
8217,"OKUWA CO.,LTD.",Retail Trade,RETAIL TRADE
8218,"KOMERI CO.,LTD.",Retail Trade,RETAIL TRADE
8219,"AOYAMA TRADING Co.,Ltd.",Retail Trade,RETAIL TRADE
8225,"Takachiho Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8226,RIKEI CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8227,"SHIMAMURA Co.,Ltd.",Retail Trade,RETAIL TRADE
8230,"HASEGAWA CO.,LTD.",Retail Trade,RETAIL TRADE
8233,"Takashimaya Company,Limited",Retail Trade,RETAIL TRADE
8237,"MATSUYA CO.,LTD.",Retail Trade,RETAIL TRADE
8242,H2O RETAILING CORPORATION,Retail Trade,RETAIL TRADE
8244,"Kintetsu Department Store CO.,Ltd.",Retail Trade,RETAIL TRADE
8247,"Daiwa Co.,Ltd.",Retail Trade,RETAIL TRADE
8252,"MARUI GROUP CO.,LTD.",Retail Trade,RETAIL TRADE
8253,"Credit Saison Co.,Ltd.",Other Financing Business,FINANCIALS (EX BANKS)
8254,"Saikaya Department Store Co.,Ltd.",Retail Trade,RETAIL TRADE
8255,Axial Retailing Inc.,Retail Trade,RETAIL TRADE
8260,"IZUTSUYA CO.,LTD.",Retail Trade,RETAIL TRADE
8267,"AEON CO.,LTD.",Retail Trade,RETAIL TRADE
8273,"IZUMI CO.,LTD.",Retail Trade,RETAIL TRADE
8275,FORVAL CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8276,"HEIWADO CO.,LTD.",Retail Trade,RETAIL TRADE
8278,"FUJI CO.,LTD.",Retail Trade,RETAIL TRADE
8281,"XEBIO holdings CO.,LTD.",Retail Trade,RETAIL TRADE
8282,K'S HOLDINGS CORPORATION,Retail Trade,RETAIL TRADE
8283,PALTAC CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8285,"MITANI SANGYO CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8289,Olympic Group Corporation,Retail Trade,RETAIL TRADE
8291,"NISSAN TOKYO SALES HOLDINGS CO.,LTD.",Retail Trade,RETAIL TRADE
8303,"SBI Shinsei Bank,Limited",Banks,BANKS
8304,"Aozora Bank,Ltd.",Banks,BANKS
8306,"Mitsubishi UFJ Financial Group,Inc.",Banks,BANKS
8308,"Resona Holdings, Inc.",Banks,BANKS
8309,"Sumitomo Mitsui Trust Group,Inc.",Banks,BANKS
8316,"Sumitomo Mitsui Financial Group,Inc.",Banks,BANKS
8331,"The Chiba Bank,Ltd.",Banks,BANKS
8334,"The Gunma Bank,Ltd.",Banks,BANKS
8336,"The Musashino Bank,Ltd.",Banks,BANKS
8337,"The Chiba Kogyo Bank,Ltd.",Banks,BANKS
8338,"Tsukuba Bank,Ltd.",Banks,BANKS
8341,"The 77 Bank,Ltd.",Banks,BANKS
8343,"THE AKITA BANK,LTD.",Banks,BANKS
8344,"The Yamagata Bank,Ltd.",Banks,BANKS
8345,"The Bank of Iwate,Ltd.",Banks,BANKS
8346,"The Toho Bank,Ltd.",Banks,BANKS
8349,"THE TOHOKU BANK,LTD.",Banks,BANKS
8354,"Fukuoka Financial Group,Inc.",Banks,BANKS
8358,Suruga Bank Ltd.,Banks,BANKS
8359,"Hachijuni Nagano Bank,Ltd.",Banks,BANKS
8360,"The Yamanashi Chuo Bank,Ltd.",Banks,BANKS
8361,"The Ogaki Kyoritsu Bank,Ltd.",Banks,BANKS
8362,"The Fukui Bank,Ltd.",Banks,BANKS
8364,"THE SHIMIZU BANK,LTD.",Banks,BANKS
8365,"The Bank of Toyama,Ltd.",Banks,BANKS
8366,"THE SHIGA BANK,LTD.",Banks,BANKS
8367,"The Nanto Bank,Ltd.",Banks,BANKS
8368,"The Hyakugo Bank,Ltd.",Banks,BANKS
8370,"The Kiyo Bank,Ltd.",Banks,BANKS
8377,"Hokuhoku Financial Group, Inc.",Banks,BANKS
8381,"The San-in Godo Bank,Ltd.",Banks,BANKS
8383,"THE TOTTORI BANK,LTD.",Banks,BANKS
8386,"The Hyakujushi Bank,Ltd.",Banks,BANKS
8387,"The Shikoku Bank, Ltd.",Banks,BANKS
8388,"The Awa Bank,Ltd.",Banks,BANKS
8392,"THE OITA BANK,LTD.",Banks,BANKS
8393,"The Miyazaki Bank,Ltd.",Banks,BANKS
8395,THE BANK OF SAGA LTD.,Banks,BANKS
8399,"Bank of The Ryukyus,Limited",Banks,BANKS
8410,"Seven Bank,Ltd.",Banks,BANKS
8411,"Mizuho Financial Group,Inc.",Banks,BANKS
8416,"THE BANK OF KOCHI,LTD.",Banks,BANKS
8418,"Yamaguchi Financial Group,Inc.",Banks,BANKS
8424,"Fuyo General Lease Co.,Ltd.",Other Financing Business,FINANCIALS (EX BANKS)
8425,"Mizuho Leasing Company,Limited",Other Financing Business,FINANCIALS (EX BANKS)
8439,Tokyo Century Corporation,Other Financing Business,FINANCIALS (EX BANKS)
8473,"SBI Holdings,Inc.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8508,"J Trust Co.,Ltd.",Other Financing Business,FINANCIALS (EX BANKS)
8511,"Japan Securities Finance Co.,Ltd.",Other Financing Business,FINANCIALS (EX BANKS)
8515,AIFUL CORPORATION,Other Financing Business,FINANCIALS (EX BANKS)
8518,"Japan Asia Investment Company,Limited",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8522,"The Bank of Nagoya,Ltd.",Banks,BANKS
8524,"North Pacific Bank,Ltd.",Banks,BANKS
8537,"THE TAIKO BANK,LTD.",Banks,BANKS
8541,"The Ehime Bank,Ltd.",Banks,BANKS
8542,"TOMATO BANK,LTD.",Banks,BANKS
8544,"The Keiyo Bank,Ltd.",Banks,BANKS
8550,"THE TOCHIGI BANK,LTD.",Banks,BANKS
8551,"The Kita-Nippon Bank,Ltd.",Banks,BANKS
8558,"THE TOWA BANK,LTD.",Banks,BANKS
8562,"THE FUKUSHIMA BANK,LTD.",Banks,BANKS
8563,"THE DAITO BANK,LTD.",Banks,BANKS
8566,"RICOH LEASING COMPANY,LTD.",Other Financing Business,FINANCIALS (EX BANKS)
8570,"AEON Financial Service Co.,Ltd.",Other Financing Business,FINANCIALS (EX BANKS)
8572,"ACOM CO.,LTD.",Other Financing Business,FINANCIALS (EX BANKS)
8584,"JACCS CO.,LTD.",Other Financing Business,FINANCIALS (EX BANKS)
8585,Orient Corporation,Other Financing Business,FINANCIALS (EX BANKS)
8591,ORIX CORPORATION,Other Financing Business,FINANCIALS (EX BANKS)
8593,Mitsubishi HC Capital Inc.,Other Financing Business,FINANCIALS (EX BANKS)
8595,"JAFCO Group Co.,Ltd.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8596,"KYUSHU LEASING SERVICE CO.,LTD.",Other Financing Business,FINANCIALS (EX BANKS)
8600,"TOMONY Holdings,Inc.",Banks,BANKS
8601,Daiwa Securities Group Inc.,Securities and Commodities Futures,FINANCIALS (EX BANKS)
8604,"Nomura Holdings, Inc.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8609,OKASAN SECURITIES GROUP INC.,Securities and Commodities Futures,FINANCIALS (EX BANKS)
8613,"Marusan Securities Co.,Ltd.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8614,"TOYO SECURITIES CO.,LTD.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8616,"Tokai Tokyo Financial Holdings,Inc.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8617,"The Kosei Securities Co.,Ltd.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8622,"Mito Securities Co.,Ltd.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8624,"Ichiyoshi Securities Co.,Ltd.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8628,"MATSUI SECURITIES CO.,LTD.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8630,"Sompo Holdings,Inc.",Insurance,FINANCIALS (EX BANKS)
8697,"Japan Exchange Group,Inc.",Other Financing Business,FINANCIALS (EX BANKS)
8698,"Monex Group,Inc.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8699,"HS Holdings Co.,Ltd.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8700,"Maruhachi Securities Co.,Ltd.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8704,"TRADERS HOLDINGS CO.,LTD.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8705,"Nissan Securities Group Co.,Ltd.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8706,"KYOKUTO SECURITIES CO.,LTD.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8707,"IwaiCosmo Holdings,Inc.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8708,"AIZAWA SECURITIES GROUP CO.,LTD.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8713,FIDEA Holdings Co.Ltd.,Banks,BANKS
8714,"Senshu Ikeda Holdings,Inc.",Banks,BANKS
8715,"Anicom Holdings,Inc.",Insurance,FINANCIALS (EX BANKS)
8725,"MS&AD Insurance Group Holdings,Inc.",Insurance,FINANCIALS (EX BANKS)
8729,Sony Financial Group Inc.,Insurance,FINANCIALS (EX BANKS)
8737,Akatsuki Corp.,Securities and Commodities Futures,FINANCIALS (EX BANKS)
8739,"SPARX Group Co.,Ltd.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8742,"KOBAYASHI YOKO CO.,LTD.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8746,unbanked inc.,Securities and Commodities Futures,FINANCIALS (EX BANKS)
8747,"YUTAKA TRUSTY SECURITIES CO.,LTD.",Securities and Commodities Futures,FINANCIALS (EX BANKS)
8750,"Dai-ichi Life Holdings,Inc.",Insurance,FINANCIALS (EX BANKS)
8766,"Tokio Marine Holdings,Inc.",Insurance,FINANCIALS (EX BANKS)
8769,"Advantage Risk Management Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
8771,"eGuarantee,Inc.",Other Financing Business,FINANCIALS (EX BANKS)
8772,"ASAX CO.,LTD.",Other Financing Business,FINANCIALS (EX BANKS)
8783,"abc Co.,Ltd.",Other Financing Business,FINANCIALS (EX BANKS)
8789,FinTech Global Incorporated,Other Financing Business,FINANCIALS (EX BANKS)
8793,NEC Capital Solutions Limited,Other Financing Business,FINANCIALS (EX BANKS)
8795,"T&D Holdings, Inc.",Insurance,FINANCIALS (EX BANKS)
8798,"Advance Create Co.,Ltd.",Insurance,FINANCIALS (EX BANKS)
8801,"Mitsui Fudosan Co.,Ltd.",Real Estate,REAL ESTATE
8802,"Mitsubishi Estate Company,Limited",Real Estate,REAL ESTATE
8803,"HEIWA REAL ESTATE CO.,LTD.",Real Estate,REAL ESTATE
8804,"Tokyo Tatemono Co.,Ltd.",Real Estate,REAL ESTATE
8818,"Keihanshin Building Co.,Ltd.",Real Estate,REAL ESTATE
8830,"Sumitomo Realty & Development Co.,Ltd.",Real Estate,REAL ESTATE
8835,TAIHEIYO KOUHATSU INCORPORATED,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8836,RISE Inc.,Real Estate,REAL ESTATE
8841,"TOC Co.,Ltd.",Real Estate,REAL ESTATE
8844,"COSMOS INITIA Co.,Ltd.",Real Estate,REAL ESTATE
8848,LEOPALACE21 CORPORATION,Real Estate,REAL ESTATE
8850,STARTS CORPORATION INC.,Real Estate,REAL ESTATE
8860,FUJI CORPORATION LIMITED,Real Estate,REAL ESTATE
8864,"AIRPORT FACILITIES Co.,LTD.",Real Estate,REAL ESTATE
8869,Meiwa Estate Company Limited,Real Estate,REAL ESTATE
8871,"GOLDCREST Co.,Ltd.",Real Estate,REAL ESTATE
8876,"Relo Group,Inc.",Services,"IT & SERVICES, OTHERS"
8877,ESLEAD CORPORATION,Real Estate,REAL ESTATE
8881,"NISSHIN GROUP HOLDINGS Company,Limited",Real Estate,REAL ESTATE
8887,"SYLA Holdings Co.,Ltd.",Real Estate,REAL ESTATE
8891,"AMG HOLDINGS CO.,LTD.",Real Estate,REAL ESTATE
8892,ES-CON JAPAN Ltd.,Real Estate,REAL ESTATE
8894,"REVOLUTION CO.,LTD.",Real Estate,REAL ESTATE
8897,"MIRARTH HOLDINGS,Inc.",Real Estate,REAL ESTATE
8898,CENTURY21 REAL ESTATE OF JAPAN LTD.,Real Estate,REAL ESTATE
8904,"AVANTIA CO.,LTD.",Real Estate,REAL ESTATE
8908,"MAINICHI COMNET CO.,LTD.",Real Estate,REAL ESTATE
8912,Area Quest Inc.,Real Estate,REAL ESTATE
8914,"Arealink Co.,Ltd.",Real Estate,REAL ESTATE
8917,"First Juken Co.,Ltd.",Real Estate,REAL ESTATE
8918,"LAND Co.,Ltd.",Real Estate,REAL ESTATE
8919,"KATITAS CO.,LTD",Real Estate,REAL ESTATE
8920,"TOSHO CO.,LTD.",Services,"IT & SERVICES, OTHERS"
8921,"C's Create Co.,Ltd",Real Estate,REAL ESTATE
8923,TOSEI CORPORATION,Real Estate,REAL ESTATE
8927,"MEIHO ENTERPRISE CO.,LTD.",Real Estate,REAL ESTATE
8928,ANABUKI KOSAN INC.,Real Estate,REAL ESTATE
8929,"Aoyama Zaisan Networks Company,Limited",Real Estate,REAL ESTATE
8931,WADAKOHSAN CORPORATION,Real Estate,REAL ESTATE
8934,"Sun Frontier Fudousan Co.,Ltd.",Real Estate,REAL ESTATE
8935,"FJ NEXT HOLDINGS CO.,LTD.",Real Estate,REAL ESTATE
8938,"GLOME Holdings,Inc.",Real Estate,REAL ESTATE
8944,"LAND BUSINESS  CO.,LTD.",Real Estate,REAL ESTATE
8945,SUNNEXTA GROUP Inc.,Real Estate,REAL ESTATE
8946,ASIAN STAR CO.,Real Estate,REAL ESTATE
8995,"Makoto Construction CO,Ltd",Real Estate,REAL ESTATE
8996,"HouseFreedom Co.,Ltd.",Real Estate,REAL ESTATE
8999,Grandy House Corporation,Real Estate,REAL ESTATE
9001,"TOBU RAILWAY CO.,LTD.",Land Transportation,TRANSPORTATION & LOGISTICS
9003,"Sotetsu Holdings,Inc.",Land Transportation,TRANSPORTATION & LOGISTICS
9005,TOKYU CORPORATION,Land Transportation,TRANSPORTATION & LOGISTICS
9006,Keikyu Corporation,Land Transportation,TRANSPORTATION & LOGISTICS
9007,"Odakyu Electric Railway Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9008,Keio Corporation,Land Transportation,TRANSPORTATION & LOGISTICS
9009,"Keisei Electric Railway Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9010,"FUJI KYUKO CO.,LTD.",Land Transportation,TRANSPORTATION & LOGISTICS
9012,"Chichibu Railway Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9017,"Niigata Kotsu Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9020,East Japan Railway Company,Land Transportation,TRANSPORTATION & LOGISTICS
9021,West Japan Railway Company,Land Transportation,TRANSPORTATION & LOGISTICS
9022,Central Japan Railway Company,Land Transportation,TRANSPORTATION & LOGISTICS
9023,"Tokyo Metro Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9024,SEIBU HOLDINGS INC.,Land Transportation,TRANSPORTATION & LOGISTICS
9025,"Konoike Transport Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9028,"ZERO CO.,LTD.",Land Transportation,TRANSPORTATION & LOGISTICS
9029,"HIGASHI HOLDINGS CO.,LTD.",Land Transportation,TRANSPORTATION & LOGISTICS
9031,"Nishi-Nippon Railroad Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9033,"Hiroshima Electric Railway Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9034,"NANSO Transport Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9036,"TOHBU NETWORK CO.,LTD.",Land Transportation,TRANSPORTATION & LOGISTICS
9037,"HAMAKYOREX CO.,LTD.",Land Transportation,TRANSPORTATION & LOGISTICS
9039,"Sakai Moving Service Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9041,"Kintetsu Group Holdings Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9042,"Hankyu Hanshin Holdings,Inc.",Land Transportation,TRANSPORTATION & LOGISTICS
9044,"Nankai Electric Railway Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9045,"Keihan Holdings Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9046,"Kobe Electric Railway Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9048,"Nagoya Railroad Co., Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9049,"Keifuku Electric Railroad Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9051,"SENKON LOGISTICS CO.,LTD",Land Transportation,TRANSPORTATION & LOGISTICS
9052,"Sanyo Electric Railway Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9057,"ENSHU TRUCK CO.,LTD.",Land Transportation,TRANSPORTATION & LOGISTICS
9059,"Kanda Holdings Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9060,JAPAN LOGISTIC SYSTEMS CORP.,Land Transportation,TRANSPORTATION & LOGISTICS
9063,"Okayamaken Freight Transportation CO.,LTD.",Land Transportation,TRANSPORTATION & LOGISTICS
9064,"YAMATO HOLDINGS CO.,LTD.",Land Transportation,TRANSPORTATION & LOGISTICS
9065,SANKYU INC.,Land Transportation,TRANSPORTATION & LOGISTICS
9067,MARUWN CORPORATION,Land Transportation,TRANSPORTATION & LOGISTICS
9068,"Maruzen Showa Unyu Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9069,"SENKO Group Holdings Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9072,"NIKKON Holdings Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
9073,"Kyogoku unyu shoji Co.,Ltd.",Land Transportation,TRANSPORTATION & LOGISTICS
